# Saving: 0.02 s
time,angle,angleD,angle_cos,angle_sin,position,positionD,Q,target_position
70309.90620970726,-1.8088309038293,0.8820389530350459,-0.2357930785840077,-0.9718032846681864,-0.0799648068669528,0.0,-0.20274344,0.0
70309.9264512062,-1.814966826980843,-0.3067961575774072,-0.2417515127023324,-0.9703381916147246,-0.0799648068669528,0.0,0.14145485,0.0
70309.9468858242,-1.836442558011242,-1.0737865515148215,-0.2625328863182561,-0.9649230454297408,-0.0797948497854077,0.0084978540772131,0.4519436,0.0
70309.96721696854,-1.874792077708383,-1.917475984858796,-0.2993351240142238,-0.9541480406789028,-0.0787751072961373,0.0509871244635652,0.6676691,0.0
70309.98748207092,-1.9346173284359227,-2.991262536379721,-0.3558477162642103,-0.9345439544663194,-0.0760557939914163,0.1359656652361757,0.5195104,0.0
70310.0074980259,-2.0051804446786625,-3.5281558121401835,-0.4208517964384048,-0.9071294094199392,-0.0718068669527897,0.2124463519315232,0.5258118,0.0
70310.02799105644,-2.0941513303760297,-4.448544284872406,-0.4997888723862945,-0.8661472640601229,-0.0667931330472103,0.2506866952791978,0.36306083,0.0
70310.0482070446,-2.1969280431643674,-5.138835639421572,-0.5860146782909601,-0.8103004361516427,-0.0616094420600858,0.2591845493564592,0.27513167,0.0
70310.06848526001,-2.3196465061952187,-6.135923151548146,-0.6807969986817669,-0.7324721473106662,-0.0567656652360515,0.242188841201937,0.29188716,0.0
70310.08893465996,-2.44236496922607,-6.135923151513267,-0.765339498524797,-0.6436267955871727,-0.0520918454935622,0.2336909871233475,0.22005822,0.0
70310.10887765884,-2.5850251824994346,-7.133010663674718,-0.849073428130867,-0.5282748466869281,-0.047757939914163,0.2166952789701543,0.060762405,0.0
70310.12917375565,-2.733821318924342,-7.439806821252126,-0.918006911227186,-0.3965643843553291,-0.0441038626609442,0.1827038626611102,0.028022435,0.0
70310.14977741241,-2.8795494937734776,-7.286408742463423,-0.9658627047490148,-0.2590545030971616,-0.0412145922746781,0.1444635193134361,0.15481706,0.0
70310.16986680031,-3.037549514925699,-7.900001057618237,-0.9945923933902584,-0.1038555295120934,-0.0385802575107296,0.1317167381975446,0.21583562,0.0
70310.19009661674,3.087635771101666,-7.900001057618237,-0.9985446805455888,0.0539307051141356,-0.0360309012875536,0.1274678111589142,0.08483723,0.0
70310.2102675438,2.92810176916156,-7.976700096967248,-0.977297247513528,0.2118728156288153,-0.0337364806866952,0.1147210300423706,0.2664459,0.0
70310.23075842857,2.768567767221453,-7.976700097012589,-0.9312292363181668,0.3644339575647199,-0.0313570815450643,0.1189699570816534,0.2688599,0.0
70310.25098371506,2.6151696884328888,-7.669903939435182,-0.8646098571550704,0.5024438226411871,-0.0288077253218884,0.1274678111589141,0.46583188,0.0
70310.27128505707,2.467907532795868,-7.363107781857774,-0.7815279404984934,0.623870241492719,-0.0256635193133047,0.1572103004293276,0.4208772,0.0
70310.29152274132,2.316043434795189,-7.59320490004083,-0.678153435856182,0.7349203476816077,-0.0218394849785407,0.1912017167383712,0.43134183,0.0
70310.31193447113,2.185655067824909,-6.519418348519904,-0.5768431399536149,0.8168549393181473,-0.0177605150214592,0.2039484978542628,0.14625835,0.0
70310.33204221725,2.0583346624304006,-6.366020269695015,-0.4684524570624999,0.8834887070427707,-0.0138515021459227,0.1954506437758907,0.19947599,0.0
70310.3523478508,1.9478880457026344,-5.522330836393331,-0.368218086779675,0.9297394476778512,-0.0104523605150214,0.1699570815452189,0.085473605,0.0
70310.37274575233,1.8512472560658395,-4.8320394818441645,-0.2767889884808678,0.9609307237547032,-0.0074781115879828,0.1487124463520666,-0.32065904,0.0
70310.39285254478,1.7714802550957858,-3.988350048506295,-0.1993395795475717,0.9799304730570416,-0.0057785407725321,0.0849785407726095,-0.32387453,0.0
70310.41334724426,1.71012102358036,-3.067961575774073,-0.1388743868315018,0.9903100043330748,-0.0057785407725321,0.0,-0.41072524,0.0
70310.43342351913,1.6641015999437911,-2.3009711818305543,-0.0931699480765914,0.995650220095092,-0.0066283261802575,-0.0424892703863047,-0.5048954,0.0
70310.45374512672,1.6349559649739636,-1.4572817484844007,-0.0641156288163462,0.997942476368996,-0.0087527896995708,-0.106223175965158,-0.4672713,0.0
70310.47405362129,1.6242180994587647,-0.5368932757604628,-0.0533963663497875,0.9985733964314488,-0.0118969957081545,-0.1572103004293275,0.17212561,0.0
70310.49433255196,1.6288200418224212,0.2300971181830554,-0.0579911619362614,0.9983170964865232,-0.014701287553648,-0.1402145922748055,0.52496475,0.0
70310.51461267471,1.648761792064935,0.9970875121265736,-0.0778865022812771,0.9969622323650924,-0.0156360515021459,-0.0467381974249352,0.9508051,0.0
