# Saving: 0.02 s
time,angle,angleD,angle_cos,angle_sin,position,positionD,Q,target_position
70126.39488697052,-2.100287253527572,1.0354370318237496,-0.5050940437034662,-0.8630643122127579,0.1879725321888412,0.0,-0.01647147,0.0
70126.41506528854,-2.104889195891229,-0.2300971181824014,-0.5090604535060179,-0.8607307678224634,0.1879725321888412,0.0,-0.53038484,0.0
70126.43554353714,-2.126364926921628,-1.0737865515209255,-0.5274264684933176,-0.849600682869704,0.1879725321888412,0.0,-0.89888895,0.0
70126.45585274696,-2.1539765811035694,-1.3805827090983327,-0.550681324894656,-0.8347155673714647,0.186187982832618,-0.0892274678112404,-0.98209286,0.0
70126.47614097595,-2.1969280431643674,-2.147573103035747,-0.5860146782909601,-0.8103004361516427,0.1817690987124463,-0.2209442060081561,-0.9888894,0.0
70126.49626541138,-2.2368115436493943,-1.9941750242531475,-0.6178577057835256,-0.786289930880409,0.1754806866952789,-0.3144206008586559,-0.9897261,0.0
70126.51659440994,-2.29817077516482,-3.067961575774073,-0.6649108448460674,-0.7469227325541036,0.1675776824034335,-0.3951502145926335,-0.98772883,0.0
70126.53683638573,-2.365665929831788,-3.374757733341888,-0.7137722838594498,-0.7003778457333335,0.1588248927038626,-0.4376394849776956,-0.99051315,0.0
70126.55706882477,-2.443898950013956,-3.9116510091119423,-0.7663259088177053,-0.6424520227026436,0.1493922746781116,-0.4716309012879825,-0.99039716,0.0
70126.57736754417,-2.5313358549234373,-4.371845245478053,-0.8195008792212722,-0.5730779257270007,0.1397896995708154,-0.4801287553652426,-0.9851882,0.0
70126.59772491455,-2.6325785869238896,-5.062136600012833,-0.8732253936064636,-0.487316541850199,0.1300171673819742,-0.4886266094411167,-0.9856424,0.0
70126.61788368225,-2.7353552997122272,-5.138835639421572,-0.9186141530559042,-0.3951557133654829,0.1201596566523605,-0.4928755364811348,-0.97531855,0.0
70126.63814330101,-2.851937839591536,-5.829126993970737,-0.9583425251270148,-0.285621435703235,0.1102171673819742,-0.4971244635197655,-0.9747496,0.0
