# This is CartPole simulation from 14.11.2024 at time 17:52:47
# Done with git-revision: 04e690249983106bd5e59af3be5fae6756c56abc
#
# Length of experiment: 14.28 s
# 
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
# 
# Controller: neural-imitator
# Parameters:
# actuator_noise: 0.1
# TrackHalfLength: 0.198
# mode: stabilization
# seed: None
# PATH_TO_EXPERIMENT_RECORDINGS_DEFAULT: ./Experiment_Recordings/
# m_pole: 0.087
# m_cart: 0.23
# u_max: 1.77
# M_fric: 3.22
# J_fric: 5e-05
# v_max: 0.8
# cart_length: 0.044
# track_length: 0.44
# controlDisturbance_mode: additive
# controlDisturbance: 0.0
# controlBias: 0.0
# g: 9.81
# k: 0.33333334
# latency: 0.0
# noise: noise_mode: OFF;  sigma_angle: 0.0;  sigma_position: 0.0005;  sigma_angleD: 0.075;  sigma_positionD: 0.005; 
# vertical_angle_offset: init_value: 0.0;  change_every_x_seconds: None;  mode: constant;  range_random: [-3.141592; 3.141592];  range_clip: None;  increment: 0.02;  reset_every_x_seconds: 18; 
# L: 0.395
# inform_controller_about_parameters_change: mode: ON;  change_to_on_after_x_seconds_off: 1.5;  change_to_off_after_x_seconds_on: 4; 
# num_control_inputs: 1
# 
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q_calculated,Q_applied,Q_ccrc,u,target_position,target_equilibrium,L,L_for_controller,vertical_angle_offset,vertical_angle_offset_cos,vertical_angle_offset_sin,Q_update_time,GRU_H1(32),GRU_H2(32)
0.0,0.0,0.0,-0.2776912808935067,1.0,0.0,0.0,0.0,-0.07312537480079885,-0.010400742292404175,-0.010400742292404175,0.0,-0.018409314,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.007214333000000295,"[0.47884470224380493, -0.4218733608722687, 0.010720119811594486, -0.029199667274951935, -0.221037819981575, 0.11472627520561218, -0.36556994915008545, -0.06186620518565178, -0.04754730314016342, -0.0451384037733078, -0.018965154886245728, -0.4268490970134735, 0.05023137852549553, -0.05662448704242706, 0.05213240161538124, 0.11299596726894379, 0.1491343080997467, 0.18399858474731445, 0.4963752329349518, 0.3122032582759857, -0.13183526694774628, -0.13579913973808289, 0.047216396778821945, -0.1107296496629715, -0.08021518588066101, -0.052014175802469254, -0.05175138637423515, 0.09468923509120941, 0.24110572040081024, 0.10573414713144302, 0.10282459110021591, 0.005235825665295124]","[-0.21563392877578735, -0.31353315711021423, -0.26119717955589294, -0.31538429856300354, 0.1983824521303177, 0.25897911190986633, 0.169532909989357, -0.052937038242816925, -0.009090444073081017, -0.12543512880802155, -0.033009663224220276, 0.09874334186315536, -0.3250553011894226, -0.2830803692340851, -0.1292940378189087, 0.040618907660245895, -0.026516728103160858, -0.2559047341346741, 0.31379812955856323, 0.0448727011680603, 0.11341902613639832, -0.05853629857301712, 0.09683132916688919, 0.8002432584762573, -0.20829206705093384, 0.1931241750717163, -0.009241385385394096, -0.2202800065279007, -0.2850906550884247, -0.38956356048583984, 0.0688980221748352, -0.18078574538230896]"
0.020000000000000004,-5.6728702e-05,-0.0049717687,3.358286642535179,1.0,-5.6728702e-05,-1.4918844e-05,-0.0013059474,0.8848909073107262,0.123503677546978,0.123503677546978,-0.010400742292404175,0.21860151,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.001353000000001714,"[0.516417384147644, -0.36468881368637085, -0.008938510902225971, -0.04454717040061951, -0.5365323424339294, 0.12654449045658112, -0.40132781863212585, -0.1292709857225418, -0.23795901238918304, -0.07160896062850952, -0.017831047996878624, -0.46988773345947266, 0.0665082260966301, -0.23539943993091583, -0.15815038979053497, -0.012858882546424866, 0.1385854184627533, 0.13781318068504333, 0.5049046277999878, 0.41331928968429565, -0.1613178253173828, -0.07479577511548996, 0.07078325748443604, -0.2961992025375366, -0.07302574068307877, -0.36808764934539795, 0.10696390271186829, 0.09743697941303253, 0.24644076824188232, -0.11291532963514328, 0.02661261335015297, -0.09521403163671494]","[-0.19206590950489044, -0.3667067885398865, -0.5115621089935303, -0.3818167448043823, 0.2903337776660919, 0.2793416976928711, 0.19073696434497833, 0.09077680855989456, -0.012355845421552658, -0.3093879520893097, -0.05235244333744049, 0.354330450296402, -0.7560492157936096, -0.48635560274124146, -0.7678514122962952, 0.369809091091156, -0.05800705403089523, -0.40693914890289307, 0.6285753846168518, 0.04882262647151947, 0.06913262605667114, -0.08772097527980804, 0.15835291147232056, 0.07427110522985458, -0.06575801223516464, 0.4286281168460846, -0.05772290751338005, -0.016703903675079346, -0.4055967330932617, -0.10874370485544205, 0.0684322938323021, -0.1901119500398636]"
0.04000000000000002,0.000529552,0.055108897,0.04147078983653327,0.9999999,0.000529552,0.00013947937,0.0144952,0.005886100868024108,0.027021408081054688,0.027021408081054688,0.123503677546978,0.047827892,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.0009351249999980382,"[0.47205251455307007, -0.26028427481651306, -0.030843401327729225, -0.05986139923334122, -0.6650377511978149, 0.002591547090560198, -0.39962199330329895, -0.1763966977596283, -0.25828543305397034, -0.10758738964796066, -0.019538581371307373, -0.46600595116615295, 0.15441152453422546, -0.6013169288635254, -0.5190119743347168, -0.04467066004872322, 0.10191743075847626, 0.10188359022140503, 0.5168232917785645, 0.49780917167663574, -0.17473924160003662, -0.07996508479118347, 0.08386029303073883, -0.2451050728559494, -0.08072402328252792, -0.5469725728034973, 0.2521843910217285, 0.0904616117477417, 0.2038511037826538, -0.20770461857318878, -0.11760962754487991, -0.09826739877462387]","[-0.15338104963302612, -0.5878918170928955, -0.5550827980041504, -0.4318212866783142, 0.3290364444255829, 0.15178291499614716, 0.18586212396621704, 0.08445116877555847, -0.01614988036453724, -0.5226377844810486, -0.253812313079834, 0.41779062151908875, -0.3986930549144745, -0.7327754497528076, -0.5790675282478333, 0.22700192034244537, -0.1015423983335495, -0.42345958948135376, 0.7162337303161621, 0.10276473313570023, -0.04352211207151413, -0.09241665154695511, 0.12332016974687576, -0.23269055783748627, 0.20622573792934418, 0.45257458090782166, -0.07745916396379471, 0.020994743332266808, -0.3667108416557312, -0.4687182903289795, 0.042416755110025406, -0.1988760232925415]"
0.06000000000000004,0.0016438892,0.056352243,0.4379064589510394,0.9999986,0.0016438885,0.00043076053,0.014623983,0.09935294478547665,0.040146827697753906,0.040146827697753906,0.027021408081054688,0.07105988,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.007403374999995549,"[0.40228915214538574, -0.14415369927883148, -0.05359838902950287, -0.07011105120182037, -0.6758788824081421, -0.07065630704164505, -0.3647497296333313, -0.1582397222518921, -0.2225673496723175, -0.14714407920837402, -0.02088988944888115, -0.4620203673839569, 0.24523743987083435, -0.7566640973091125, -0.6238903999328613, -0.047930147498846054, 0.11093302071094513, 0.06583119928836823, 0.5285024046897888, 0.5158395767211914, -0.1856810450553894, -0.08918605744838715, 0.09206464141607285, -0.15990397334098816, -0.08228348940610886, -0.6638460159301758, 0.33067163825035095, 0.09172138571739197, 0.19922113418579102, -0.2059282809495926, -0.2757977843284607, -0.06693252921104431]","[-0.14678801596164703, -0.820082426071167, -0.5661888122558594, -0.4313371181488037, 0.3557622730731964, 0.10737127810716629, 0.1961652934551239, 0.002891950309276581, -0.023242879658937454, -0.6684803366661072, -0.24895857274532318, 0.32853782176971436, -0.22147203981876373, -0.7153993844985962, -0.03632066398859024, 0.1935632824897766, -0.12160693109035492, -0.43975889682769775, 0.7848743796348572, 0.11112429201602936, -0.1875605285167694, -0.08601576834917068, 0.01022292673587799, 0.2848183512687683, 0.5025848746299744, 0.41960179805755615, -0.0865144282579422, -0.0020815038587898016, -0.1710645705461502, -0.7197735905647278, 0.004035830497741699, -0.21784436702728271]"
0.08000000000000006,0.002864823,0.06479313,5.916700519537238,0.9999959,0.002864819,0.0007436909,0.016422648,1.5301555209592914,0.24648426473140717,0.24648426473140717,0.040146827697753906,0.43627715,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.0010012079999981438,"[0.36214423179626465, -0.08404604345560074, -0.06689157336950302, -0.078276626765728, -0.6431258320808411, -0.09438791871070862, -0.3577919602394104, -0.1536455899477005, -0.21301592886447906, -0.16391797363758087, -0.02223195508122444, -0.45882725715637207, 0.3186352849006653, -0.7047277092933655, -0.6047214269638062, -0.03635130822658539, 0.13766813278198242, 0.055026598274707794, 0.5411829948425293, 0.5154776573181152, -0.19645819067955017, -0.08034446835517883, 0.09868711233139038, -0.12393628805875778, -0.08324989676475525, -0.7510563135147095, 0.3768787980079651, 0.09074392914772034, 0.21259629726409912, -0.16673396527767181, -0.3989407420158386, -0.05638275668025017]","[-0.1516990065574646, -0.9081732034683228, -0.6731042265892029, -0.4329766035079956, 0.3832970857620239, 0.22996912896633148, 0.2213841676712036, -0.04811110347509384, -0.042026542127132416, -0.6121296882629395, -0.09445689618587494, 0.28933796286582947, -0.7565791010856628, -0.7094606161117554, -0.6512833833694458, 0.21454112231731415, -0.14557582139968872, -0.4784243404865265, 0.8495178818702698, 0.08065623790025711, -0.30507898330688477, -0.0851784199476242, -0.07569397985935211, 0.1663188934326172, 0.5641671419143677, 0.3862144947052002, -0.09601404517889023, -0.07789309322834015, -0.035585641860961914, -0.7409512996673584, -0.03935374692082405, -0.22787007689476013]"
0.10000000000000007,0.005375063,0.17149356,1.8471039866644259,0.9999856,0.005375037,0.0013845302,0.043777704,0.4341802609181792,0.13947156071662903,0.13947156071662903,0.24648426473140717,0.24686466,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.001030499999998824,"[0.3396908938884735, -0.0450952984392643, -0.07044082880020142, -0.0926075354218483, -0.6133492588996887, -0.10351017862558365, -0.37885087728500366, -0.17242901027202606, -0.19152098894119263, -0.16525833308696747, -0.023412596434354782, -0.4541685879230499, 0.3828815519809723, -0.6392256617546082, -0.5872118473052979, -0.013680977746844292, 0.16266842186450958, 0.03897162154316902, 0.5572174787521362, 0.5310394763946533, -0.2072450816631317, -0.08415261656045914, 0.10655810683965683, -0.13201770186424255, -0.08703994005918503, -0.819281816482544, 0.3691990375518799, 0.07253973931074142, 0.21237075328826904, -0.13878233730793, -0.4878849387168884, -0.05415424704551697]","[-0.1459350287914276, -0.8694174885749817, -0.6338145136833191, -0.42784732580184937, 0.4086836576461792, 0.27361276745796204, 0.2622108459472656, -0.08139096200466156, -0.05250698700547218, -0.5708197355270386, -0.09908543527126312, 0.33020466566085815, -0.5473157167434692, -0.8009827136993408, -0.739983856678009, 0.16312550008296967, -0.14445550739765167, -0.49203425645828247, 0.9069485664367676, 0.0754350870847702, -0.4063722491264343, -0.08885084092617035, -0.1533319354057312, -0.43468257784843445, 0.6186462640762329, 0.33117687702178955, -0.10169456154108047, -0.16148635745048523, -0.012633678503334522, -0.6566171646118164, -0.07535362243652344, -0.23414908349514008]"
0.12000000000000009,0.009195972,0.20642088,-4.381982130959371,0.99995774,0.009195843,0.0023492146,0.05160565,-1.2435851286429154,-0.08629906177520752,-0.08629906177520752,0.13947156071662903,-0.15274934,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.0013500839999949221,"[0.33205530047416687, -0.018308311700820923, -0.06977121531963348, -0.10625219345092773, -0.5937685966491699, -0.10204178094863892, -0.38810503482818604, -0.18414783477783203, -0.18611985445022583, -0.16144366562366486, -0.024582624435424805, -0.44882065057754517, 0.4321611821651459, -0.5946357846260071, -0.5922523140907288, -0.0014817053452134132, 0.16926489770412445, 0.038462795317173004, 0.5697989463806152, 0.5377063155174255, -0.21682341396808624, -0.08829637616872787, 0.11358418315649033, -0.14369456470012665, -0.09077759832143784, -0.8673807382583618, 0.3720974922180176, 0.06449190527200699, 0.22650055587291718, -0.12852048873901367, -0.5548281669616699, -0.052963025867938995]","[-0.12683114409446716, -0.8929033875465393, -0.5607743263244629, -0.425054669380188, 0.43360286951065063, 0.17812484502792358, 0.3206690549850464, -0.11889784038066864, -0.06342744082212448, -0.76967453956604, -0.09757335484027863, 0.41416609287261963, -0.21637415885925293, -0.7894986867904663, 0.08275454491376877, 0.16752146184444427, -0.12677136063575745, -0.5042345523834229, 0.9338317513465881, 0.06927730143070221, -0.5315882563591003, -0.09392030537128448, -0.21890386939048767, 0.043144334107637405, 0.733145534992218, 0.3087207078933716, -0.1062031164765358, -0.20425254106521606, 0.039912786334753036, -0.7745456695556641, -0.10592762380838394, -0.25199466943740845]"
0.1400000000000001,0.012447352,0.13042317,-0.16845041098299696,0.9999225,0.01244703,0.0031282818,0.029486109,-0.16609733264850562,0.02553120255470276,0.02553120255470276,-0.08629906177520752,0.045190226,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.0009778330000003166,"[0.3380574882030487, -0.006325073540210724, -0.06867853552103043, -0.11111317574977875, -0.5789424777030945, -0.09181316196918488, -0.3722265660762787, -0.18100310862064362, -0.20305190980434418, -0.1582464575767517, -0.026257827877998352, -0.444476842880249, 0.4685913622379303, -0.5803954601287842, -0.6148584485054016, 0.001860167714767158, 0.15926598012447357, 0.05851723253726959, 0.5747379064559937, 0.5262131094932556, -0.22489891946315765, -0.07769568264484406, 0.11767283827066422, -0.14007380604743958, -0.09157919883728027, -0.9008071422576904, 0.39223507046699524, 0.07483343780040741, 0.25744545459747314, -0.12381533533334732, -0.6059006452560425, -0.052668776363134384]","[-0.13491298258304596, -0.9247944951057434, -0.6890802979469299, -0.4295041561126709, 0.46106696128845215, 0.26687026023864746, 0.3741605281829834, -0.1431882083415985, -0.08798280358314514, -0.7749785780906677, 0.012676123529672623, 0.48000049591064453, -0.8542049527168274, -0.8037766218185425, -0.2732768952846527, 0.26851215958595276, -0.1383935809135437, -0.5363089442253113, 0.9543129801750183, 0.028941184282302856, -0.6038567423820496, -0.09665001928806305, -0.2707790732383728, 0.1625680774450302, 0.730535089969635, 0.3203144073486328, -0.11281605064868927, -0.21066153049468994, 0.08034789562225342, -0.8130499720573425, -0.1466631293296814, -0.2664739489555359]"
0.16000000000000011,0.015036826,0.12949117,-1.1076073462828393,0.99988693,0.01503626,0.0036845417,0.026577024,-0.43884847604222477,-0.01949339359998703,-0.01949339359998703,0.02553120255470276,-0.034503307,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.0012713750000017399,"[0.33537566661834717, 0.013087994419038296, -0.067627914249897, -0.11437521874904633, -0.5629387497901917, -0.0901513621211052, -0.36836645007133484, -0.18388812243938446, -0.20099730789661407, -0.15846222639083862, -0.028048593550920486, -0.4417952299118042, 0.49889349937438965, -0.5890360474586487, -0.633084237575531, 0.006533055100589991, 0.1601264327764511, 0.06311916559934616, 0.578026533126831, 0.5231272578239441, -0.2322561889886856, -0.07405044883489609, 0.12112830579280853, -0.13730305433273315, -0.09198447316884995, -0.9245526790618896, 0.38641953468322754, 0.07434849441051483, 0.2723996341228485, -0.11835847049951553, -0.6450196504592896, -0.04307892918586731]","[-0.14919497072696686, -0.8749942779541016, -0.7426440715789795, -0.41482436656951904, 0.5050273537635803, 0.3598293662071228, 0.42706865072250366, -0.16408568620681763, -0.09896059334278107, -0.6346254944801331, 0.0018003039294853806, 0.49447721242904663, -0.8557190299034119, -0.8944169282913208, -0.7052015066146851, 0.2717592120170593, -0.14596804976463318, -0.553148627281189, 0.9737001061439514, 0.0009122360497713089, -0.6477043032646179, -0.0984751507639885, -0.3103374242782593, -0.490993469953537, 0.6965422630310059, 0.3128569722175598, -0.11752700060606003, -0.22138842940330505, 0.05367892235517502, -0.7708829641342163, -0.18766561150550842, -0.27217406034469604]"
0.18000000000000013,0.0174173,0.11194508,-6.583928837380664,0.9998483,0.01741642,0.004126974,0.018796809,-1.9045862618667169,-0.2430018037557602,-0.2430018037557602,-0.01949339359998703,-0.4301132,0.0,1.0,0.39500001072883606,true,0.0,1.0,0.0,0.001009165999995787,"[0.3367506265640259, 0.027614686638116837, -0.06660433858633041, -0.11517611145973206, -0.5454182028770447, -0.08569809794425964, -0.36164429783821106, -0.18413718044757843, -0.20446635782718658, -0.15874558687210083, -0.029995061457157135, -0.4396882653236389, 0.5196824073791504, -0.5837020874023438, -0.6436564326286316, 0.009360399097204208, 0.15931668877601624, 0.07059615850448608, 0.5792571306228638, 0.5179267525672913, -0.23888039588928223, -0.0684942826628685, 0.12361859530210495, -0.13339099287986755, -0.09172805398702621, -0.940645158290863, 0.3958522379398346, 0.07702789455652237, 0.2860623896121979, -0.11462415754795074, -0.6770398020744324, -0.037387408316135406]","[-0.14659269154071808, -0.879345178604126, -0.7049089074134827, -0.4054437279701233, 0.5433350205421448, 0.27221590280532837, 0.4803791642189026, -0.18564704060554504, -0.10094080865383148, -0.7858440279960632, -0.0300035048276186, 0.4891119599342346, -0.3990286588668823, -0.8989781141281128, 0.07426697015762329, 0.2691061198711395, -0.12175878137350082, -0.5629814267158508, 0.9835402965545654, -0.013172761537134647, -0.7021393775939941, -0.09965074062347412, -0.3338441848754883, -0.1640714854001999, 0.7719212174415588, 0.3136836588382721, -0.12074186652898788, -0.225007563829422, 0.10239482671022415, -0.796195387840271, -0.21490539610385895, -0.28525489568710327]"
