# Saving: 0.02 s
time,angle,angleD,angle_cos,angle_sin,position,positionD,Q,target_position
3260.478243112564,-2.269025140194993,-2.991262536379721,-0.642861999224801,-0.7659820167293041,-0.1512618025751073,0.0,-0.22835201,0.0
3260.498247623444,-2.3457241795892747,-3.834951969717591,-0.6996645300443158,-0.7144715147560935,-0.1512618025751073,0.0,0.2251971,0.0
3260.51855635643,-2.425491180559328,-3.988350048506295,-0.7543706383990938,-0.6564487336581156,-0.1508369098712446,0.0212446351931515,0.7162934,0.0
3260.5390017032623,-2.5313358549234373,-5.292233718210276,-0.8195008792212722,-0.5730779257270007,-0.1487124463519313,0.1062231759657619,0.9195492,0.0
3260.5589921474457,-2.664792183469488,-6.672816427308607,-0.8884678564525849,-0.4589388500122311,-0.1439536480686695,0.2379399141633069,0.966227,0.0
3260.5794138908386,-2.796714531227653,-6.596117387914256,-0.941116664229124,-0.33808197868305,-0.1369004291845493,0.352660944206329,0.95739406,0.0
3260.599810123444,-2.9547145523798743,-7.900001057618237,-0.982589047088754,-0.1857922617904582,-0.1284025751072961,0.4248927038630479,0.942738,0.0
3260.620174407959,-3.117316515895752,-8.130098175801292,-0.9997053490403316,-0.024273753318112,-0.1193098712446352,0.4546351931334603,0.9487117,0.0
3260.64022731781,3.0017328469800706,-8.206797215195644,-0.99023554950396,0.1394042915357721,-0.1095373390557939,0.4886266094425047,0.9446743,0.0
3260.6608459949493,2.83299496031265,-8.436894333186867,-0.9527604191575032,0.3037228731702945,-0.0996798283261802,0.4928755364699281,0.93491554,0.0
3260.6808817386627,2.6719269775846577,-8.053399136406941,-0.8917196491182329,0.4525881874026936,-0.089737339055794,0.4971244635197655,0.90327823,0.0
3260.7013063430786,2.518528898796093,-7.669903939435182,-0.8120944904189497,0.5835259536911674,-0.0797948497854077,0.4971244635197655,0.921887,0.0
3260.7418179512024,2.220936625946279,-7.439806821252126,-0.605298089660839,0.7959988835751838,-0.0601648068669527,0.4907510729618196,0.9456269,0.0
3260.762093305588,2.0920822397638847,-6.442719309125553,-0.4979956666605473,0.8671795177397337,-0.050307296137339,0.4928755364811351,0.6846032,0.0
3260.7821781635284,1.9724317383088048,-5.982525072759442,-0.3909241346284458,0.9204229033248796,-0.0406197424892703,0.484377682403874,0.50949746,0.0
3260.8025348186493,1.8681210447325816,-5.215534678815924,-0.2929633575989545,0.9561236693568188,-0.0315270386266094,0.4546351931334606,0.21842256,0.0
3260.822657585144,1.7852860821867562,-4.141748127294998,-0.2128489036125344,0.9770851263994054,-0.0236240343347639,0.3951502145926341,-0.15510842,0.0
3260.843037366867,1.716256946731903,-3.451456772745832,-0.1449482005139078,0.9894392448087856,-0.0181004291845493,0.2761802575109809,-0.38957557,0.0
3260.863280057907,1.665635580731677,-2.53106830001361,-0.0946971461677437,0.9955061278102134,-0.0151261802575107,0.1487124463520665,-0.66367906,0.0
3260.88378238678,1.6318880033981928,-1.68737886667574,-0.0610536827065611,0.9981344838387092,-0.0150412017167381,0.0042489270386304,-0.8460687,0.0
3260.92436170578,1.6257520802466496,-0.1533980787887036,-0.0549280953310597,0.9984903125936184,-0.0216695278969957,-0.1657081545065884,-0.52960163,0.0
3260.964982032776,1.6855773309741895,1.4956312681898605,-0.1145291363377479,0.9934198895380189,-0.0297424892703862,-0.2018240343349475,0.1225504,0.0
3261.005599498749,1.796023947701956,2.7611654181966654,-0.2233282398689637,0.9747432981441988,-0.0328017167381974,-0.0764806866953485,0.54544735,0.0
3261.025344133377,1.8696550255204665,3.681553890928887,-0.2944296876778452,0.9556731444452788,-0.0312721030042918,0.0764806866953486,0.9850732,0.0
