epoch;loss;lr;val_loss
0;0.15262049436569214;0.001;0.0527394637465477
1;0.027395589277148247;0.001;0.016935771331191063
2;0.009636582806706429;0.001;0.011904380284249783
3;0.006251511629670858;0.001;0.006939590442925692
4;0.005449963267892599;0.001;0.006279462482780218
5;0.00518326461315155;0.001;0.006527755409479141
6;0.002280975691974163;0.00020000001;0.005394441541284323
7;0.002045979956164956;0.00020000001;0.004457077942788601
8;0.0018131855176761746;0.00020000001;0.003841457888484001
9;0.0017145622987300158;0.00020000001;0.003858896205201745
