epoch;loss;lr;val_loss
0;0.05253375694155693;0.001;0.03411714732646942
1;0.037430644035339355;0.001;0.027549156919121742
2;0.025776352733373642;0.001;0.01785978302359581
3;0.016139451414346695;0.001;0.013745351694524288
4;0.012178827077150345;0.001;0.010651424527168274
5;0.010803443379700184;0.001;0.010115654207766056
6;0.010121934115886688;0.001;0.009332534857094288
7;0.009633262641727924;0.001;0.010306963697075844
8;0.008984976448118687;0.000100000005;0.008732309564948082
9;0.008933741599321365;0.000100000005;0.008721320889890194
10;0.00889343861490488;1e-04;0.00878444779664278
11;0.008844018913805485;1e-04;0.008662532083690166
12;0.008803854696452618;1e-04;0.008671363815665245
13;0.008750054985284805;1e-04;0.008620723150670528
14;0.008706294931471348;1e-04;0.00843171589076519
15;0.00867302343249321;1e-04;0.008686499670147896
16;0.00862568337470293;1e-04;0.008545334450900555
17;0.00859404169023037;1e-04;0.008562558330595493
18;0.008561132475733757;1e-04;0.008547701872885227
19;0.008522367104887962;1e-04;0.00847714114934206
20;0.00849264394491911;1e-04;0.00842595100402832
21;0.008466464467346668;1e-04;0.00857838150113821
22;0.008427485823631287;1e-04;0.008739286102354527
23;0.008406571112573147;1e-04;0.008629902265965939
24;0.00838807038962841;1e-04;0.008366277441382408
25;0.008351347409188747;1e-04;0.008498843759298325
26;0.008332427591085434;1e-04;0.008694409392774105
27;0.008313222788274288;1e-04;0.008475751616060734
28;0.008298194967210293;1e-04;0.008577626198530197
29;0.008268479257822037;1e-04;0.008596379309892654
30;0.008259354159235954;1e-04;0.008646680042147636
31;0.008227319456636906;1e-04;0.00880923867225647
32;0.008214294910430908;1e-04;0.008609225042164326
33;0.008198120631277561;1e-04;0.0085647813975811
34;0.008174466900527477;1e-04;0.008473115041851997
35;0.008161411620676517;1e-04;0.008601833134889603
36;0.008144622668623924;1e-04;0.008550486527383327
37;0.008121699094772339;1e-04;0.008583301678299904
38;0.008107938803732395;1e-04;0.008616993203759193
39;0.008097287267446518;1e-04;0.008628432638943195
40;0.008070547133684158;1e-04;0.008469821885228157
41;0.00805139634758234;1e-04;0.008481962606310844
42;0.008048455230891705;1e-04;0.008468793705105782
43;0.00802546925842762;1e-04;0.008565643802285194
44;0.008009887300431728;1e-04;0.008613478392362595
45;0.00799899734556675;1e-04;0.0089005371555686
46;0.007991270162165165;1e-04;0.008555497974157333
47;0.00796554610133171;1e-04;0.008574418723583221
48;0.007954941131174564;1e-04;0.008588708937168121
49;0.007949549704790115;1e-04;0.008505444042384624
