epoch;loss;lr;val_loss
0;0.05783848837018013;0.001;0.03711198270320892
1;0.04365640878677368;0.001;0.030653441324830055
2;0.03644781932234764;0.001;0.02724665030837059
3;0.03269749507308006;0.001;0.024916594848036766
4;0.029322830960154533;0.001;0.021105105057358742
5;0.023614905774593353;0.001;0.01683701202273369
6;0.017322547733783722;0.001;0.012609872967004776
7;0.01421487145125866;0.001;0.011242696084082127
8;0.012693419121205807;0.001;0.01056033093482256
9;0.011713736690580845;0.001;0.010059352032840252
10;0.011121813207864761;0.001;0.009531769901514053
11;0.010549613274633884;0.001;0.00958914402872324
12;0.00993855856359005;0.000100000005;0.00917527824640274
13;0.009875839576125145;0.000100000005;0.009188652969896793
14;0.009833467192947865;1e-04;0.009146268479526043
15;0.00978806521743536;1e-04;0.00899579282850027
16;0.00974365696310997;1e-04;0.009057657793164253
17;0.009687608107924461;1e-04;0.009019752964377403
18;0.009649351239204407;1e-04;0.009007211774587631
19;0.00960659608244896;1e-04;0.008980571292340755
20;0.009569291025400162;1e-04;0.008868221193552017
21;0.009529893286526203;1e-04;0.008976191282272339
22;0.009486149996519089;1e-04;0.008921370841562748
23;0.009449386969208717;1e-04;0.008891117759048939
24;0.009412004612386227;1e-04;0.008895515464246273
25;0.009381195530295372;1e-04;0.0088965380564332
26;0.009346445091068745;1e-04;0.008681809529662132
27;0.009315581060945988;1e-04;0.008703594096004963
28;0.009282088838517666;1e-04;0.008615008555352688
29;0.00926322303712368;1e-04;0.008740660734474659
30;0.009226050227880478;1e-04;0.008721847087144852
31;0.009199378080666065;1e-04;0.008602426387369633
32;0.009176086634397507;1e-04;0.008646482601761818
33;0.009149136021733284;1e-04;0.00857624877244234
34;0.009117268957197666;1e-04;0.008579765446484089
35;0.009096520021557808;1e-04;0.008543243631720543
36;0.009079527109861374;1e-04;0.008512578904628754
37;0.00905520934611559;1e-04;0.008520897477865219
38;0.009029579348862171;1e-04;0.008527936413884163
39;0.00900538545101881;1e-04;0.008447783999145031
40;0.008989679627120495;1e-04;0.008434586226940155
41;0.008965237997472286;1e-04;0.008376522921025753
42;0.008954174816608429;1e-04;0.00840843841433525
43;0.008928569965064526;1e-04;0.008421190083026886
44;0.008912411518394947;1e-04;0.008451711386442184
45;0.00889633595943451;1e-04;0.008412199094891548
46;0.00887271761894226;1e-04;0.008341108448803425
47;0.008857949636876583;1e-04;0.008383817970752716
48;0.008838125504553318;1e-04;0.008412379771471024
49;0.008823606185615063;1e-04;0.008356945589184761
