epoch;loss;lr;val_loss
0;0.03593374788761139;0.001;0.028523195534944534
1;0.0216112919151783;0.001;0.016849061474204063
2;0.014529692009091377;0.001;0.013781815767288208
3;0.012785933911800385;0.001;0.013666224665939808
4;0.012004268355667591;0.001;0.012352257035672665
5;0.011469069868326187;0.001;0.012714836746454239
6;0.010347295552492142;0.00031600002;0.011061983183026314
7;0.010201887227594852;0.00031600002;0.010942000895738602
8;0.01009290385991335;0.00031600002;0.010942025110125542
9;0.009752897545695305;9.9856006e-05;0.010591466911137104
