# Saving: 0.02 s
time,angle,angleD,angle_cos,angle_sin,position,positionD,Q,target_position
18952.5583062172,-2.650986356378517,-3.451456772745832,-0.8820473572929047,-0.4711607575898092,0.0462283261802575,0.0,-0.36649537,0.0
18952.57846879959,-2.7307533573485707,-3.988350048506295,-0.9167859485269172,-0.3993789235595699,0.0462283261802575,0.0,-0.30462748,0.0
18952.59871029854,-2.818190262258052,-4.371845245478053,-0.9481596473124,-0.3177944039916769,0.0457184549356223,-0.0254935622317826,-0.60054636,0.0
18952.61905646324,-2.9117630903190763,-4.678641403055461,-0.973705236606787,-0.2278115717089913,0.043763948497854,-0.0977253218885008,-0.8024768,0.0
18952.63933825493,-2.997666014440672,-4.295146206034872,-0.989660428353352,-0.1434302497782804,0.0401098712446351,-0.1827038626590335,-0.8860174,0.0
18952.65962290764,-3.082034957774382,-4.21844716668935,-0.9982269646248526,-0.059522492352499,0.034501287553648,-0.2804291845496111,-0.8666344,0.0
18952.679958581924,3.122917329223036,-3.9116510091119423,-0.9998256211981283,0.0186742388272412,0.0276180257510729,-0.3441630901290684,-0.8283569,0.0
18952.70032310486,3.043150328252983,-3.988350048506295,-0.9951584660846786,0.0982834033801716,0.0198849785407725,-0.3866523605153731,-0.6620473,0.0
18952.72061085701,2.9603153657071584,-4.141748127294998,-0.9836142179926908,0.18028607867117,0.0118969957081545,-0.3993991416312644,-0.5674011,0.0
18952.7409119606,2.8820823455249904,-3.9116510091119423,-0.9665157525331574,0.2566072877087956,0.0042489270386266,-0.3824034334767427,-0.47638428,0.0
18952.76102471352,2.8053833061307083,-3.834951969717591,-0.9440120229593444,0.3299110493878714,-0.0030592274678111,-0.3654077253222207,-0.009973268,0.0
18952.78120994568,2.7240823243727696,-4.065049087900646,-0.9141012986785236,0.4054859008081989,-0.0090927038626609,-0.3016738197427637,0.1680512,0.0
18952.80164527893,2.6427813426148306,-4.065049087900646,-0.8781518296282949,0.4783820273802917,-0.0131716738197424,-0.2039484978542627,0.21087952,0.0
18952.821875095367,2.5599463800690057,-4.141748127294998,-0.8355593195296297,0.5494002398499496,-0.0153811158798283,-0.1104721030043923,0.23074727,0.0
18952.84231853485,2.477111417523181,-4.141748127294998,-0.7872367872509443,0.6166508256694476,-0.0162309012875536,-0.0424892703863047,0.33159614,0.0
18952.862324237823,2.397344416553128,-3.988350048506295,-0.7355973687140651,0.6774190070709145,-0.0158909871244635,0.0169957081545218,0.42444018,0.0
18952.88274908065,2.323713338734617,-3.681553890928887,-0.6837702021472009,0.7296974103390912,-0.0147862660944206,0.0552360515021961,0.6659766,0.0
18952.902962207794,2.2592861456434203,-3.221359654526154,-0.6353717356114831,0.772206421616689,-0.0120669527896995,0.1359656652346294,0.7317055,0.0
18952.92326617241,2.194858952552223,-3.2213596545627765,-0.5843368400579743,0.8115112182533655,-0.0074781115879828,0.2294420600860456,0.6962115,0.0
18952.94363355637,2.141169624976225,-2.684466378802313,-0.5399462912302808,0.8416994728444737,-0.0016995708154506,0.2889270386268722,0.6456392,0.0
18952.96361732483,2.096684182127542,-2.224272142436203,-0.5019810894990379,0.8648785959805914,0.0048437768240343,0.3271673819745465,0.5598116,0.0
18952.98408460617,2.061402624006172,-1.7640779060700915,-0.4711607575898086,0.882047357292905,0.0114721030042918,0.331416309013177,0.36025208,0.0
18953.00431418419,2.038392912187887,-1.1504855909152771,-0.4507421711690847,0.8926541856339327,0.0178454935622317,0.3186695278972856,0.23451874,0.0
18953.024643421173,2.0353249506121163,-0.1533980787887036,-0.4480014254447901,0.8940328421257444,0.0234540772532188,0.2804291845496113,0.18611436,0.0
18953.04500818253,2.04452883533943,0.4601942363661109,-0.456210909189728,0.8898716797023499,0.0283828326180257,0.2464377682405674,0.1626292,0.0
18953.06500101089,2.072140489521371,1.3805827090983327,-0.4806047189114857,0.8769373433490056,0.0325467811158798,0.2081974248928932,0.19780357,0.0
18953.08537864685,2.108956028430627,1.840776945464444,-0.5125566820492895,0.8586533920544561,0.0361158798283261,0.1784549356224798,0.30810598,0.0
18953.10571813584,2.159577394430853,2.53106830001361,-0.5553477493577754,0.8316182280850111,0.0395150214592274,0.1699570815452191,0.44955137,0.0
18953.126044750214,2.2240045875220504,3.2213596545627765,-0.6077373311709439,0.794138109085075,0.0432540772532188,0.1869527896997406,0.61859685,0.0
18953.14622282982,2.291499742189018,3.374757733313113,-0.6599133405216049,0.7513417218560515,0.047587982832618,0.2166952789676908,0.7660268,0.0
18953.166682720184,2.3697327623711866,3.9116510091119423,-0.7166146928438496,0.697469269574162,0.0531115879828326,0.2761802575109807,0.8555522,0.0
18953.186904907227,2.454101705704897,4.21844716668935,-0.772840690657142,0.6346000841983807,0.0597399141630901,0.3314163090131767,0.87811095,0.0
18953.207087039948,2.5446065721901494,4.525243324266757,-0.8270336502364504,0.5621524182786841,0.067387982832618,0.3824034334767427,0.85389704,0.0
18953.227293014526,2.6351114386754024,4.525243324266757,-0.8744568918267625,0.4851032305980635,0.0755459227467811,0.4078969957085257,0.75924677,0.0
18953.2477722168,2.7317522283121978,4.8320394818441645,-0.9171844191123716,0.3984629736092193,0.0839587982832618,0.4206437768244165,0.021933945,0.0
18953.26786994934,2.83299496031265,5.06213660002722,-0.9527604191575032,0.3037228731702945,0.091181974248927,0.3611587982835905,-0.8553219,0.0
18953.288060426712,2.9465095386161875,5.6757289151820345,-0.9810315612605696,0.1938480740442094,0.0947510729613733,0.1784549356224795,-0.9431747,0.0
18953.30865907669,3.092237713465323,7.286408742463423,-0.9987822921583348,0.0493349051984798,0.0938163090128755,-0.0467381974249345,-0.9574359,0.0
18953.32868719101,-3.0467533996530127,7.209709703069071,-0.9955061278102134,-0.0946971461677439,0.0899922746781115,-0.1912017167383717,-0.95863056,0.0
18953.34913420677,-2.887219397712906,7.976700097012589,-0.9678211989526389,-0.2516388818483277,0.0841287553648068,-0.2931759656655023,-0.9853622,0.0
18953.369206666943,-2.7307533573485707,7.823302018223885,-0.9167859485269172,-0.3993789235595699,0.076650643776824,-0.373905579399482,-0.9692732,0.0
18953.38960838318,-2.5773552785600065,7.669903939435182,-0.8449966762494899,-0.5347715560193107,0.0680678111587982,-0.429141630901678,-0.98301214,0.0
18953.41004896164,-2.434695065286642,7.133010663593625,-0.7603804798643021,-0.6494778871072776,0.0588051502145922,-0.4631330472054565,-0.9773076,0.0
18953.430262088776,-2.3027727175284767,6.596117387914256,-0.668341087392504,-0.743854952865816,0.0492025751072961,-0.4801287553652433,-0.9848906,0.0
18953.450430870056,-2.186190177649168,5.829126993970737,-0.57728016444842,-0.8165461479514831,0.0395150214592274,-0.484377682403874,-0.9698481,0.0
18953.470793247223,-2.0726755993456307,5.6757289151820345,-0.4810739078679947,-0.8766800415023808,0.0296575107296137,-0.4928755364811351,-0.9355159,0.0
18953.491009235386,-1.9821707328603777,4.525243324266757,-0.3998694475243733,-0.9165721056941196,0.0198849785407725,-0.4886266094425046,-0.7630132,0.0
18953.511320352554,-1.9039377126782104,3.9116510091119423,-0.3270133086934906,-0.9450197330941486,0.0102824034334763,-0.4801287553652434,-0.58086294,0.0
18953.531813383102,-1.84411246195067,2.991262536379721,-0.2699259587943557,-0.9628810813225837,0.0011896995708154,-0.4546351931334607,-0.27652562,0.0
18953.55177783966,-1.7965590575262151,2.377670221224906,-0.2238498025848539,-0.9746236534594888,-0.0069682403433476,-0.4078969957085255,-0.16263834,0.0
18953.572079896927,-1.772015364920045,1.227184630309629,-0.199863921406072,-0.9798236641968736,-0.0136815450643776,-0.3356652360518075,-0.16148372,0.0
18953.59255385399,-1.75974351861696,0.6135923151548145,-0.1878249284119225,-0.9822025230404656,-0.0192051502145922,-0.2761802575109807,0.17018308,0.0
18953.612642288208,-1.767413422556388,-0.3834951969717591,-0.1953527289496815,-0.9807330479248224,-0.0231991416309012,-0.1996995708156323,0.38823494,0.0
18953.632899045944,-1.7904231343746728,-1.1504855909152771,-0.2178654103616157,-0.9759788230120388,-0.0249836909871244,-0.0892274678112399,0.2766481,0.0
18953.65310716629,-1.8333745964354704,-2.147573103017436,-0.2595713086055324,-0.9657239438622258,-0.0254085836909871,-0.0212446351929109,-0.15599866,0.0
18953.67355108261,-1.8885979047993533,-2.7611654181966654,-0.3124789821159007,-0.9499246737167166,-0.0255785407725321,-0.0084978540772609,-0.63515943,0.0
18953.693754434586,-1.959161021042093,-3.5281558121401835,-0.3786753983363375,-0.9255295471754622,-0.0262583690987124,-0.0339914163090437,-0.8776291,0.0
18953.7140853405,-2.045063945163689,-4.295146206083702,-0.4566870229288512,-0.8896274293705106,-0.0273630901287553,-0.0552360515021961,-0.9332954,0.0
18953.734356880188,-2.1463066771641413,-5.06213660002722,-0.5442630019435354,-0.8389146468595069,-0.0298274678111588,-0.1232188841202837,-0.9639453,0.0
