epoch;loss;lr;val_loss
0;0.025772003456950188;0.001;0.01158235315233469
1;0.010656370781362057;0.001;0.009741944260895252
2;0.008875091560184956;0.001;0.008315945975482464
3;0.007929765619337559;0.001;0.007977088913321495
4;0.007369892671704292;0.001;0.007189397234469652
5;0.006989536341279745;0.001;0.0068997470661997795
6;0.006709245033562183;0.001;0.006591413170099258
7;0.006478087976574898;0.001;0.006625553127378225
8;0.0055829500779509544;0.00031600002;0.005875628441572189
9;0.005487766582518816;0.00031600002;0.005764818750321865
10;0.0054153092205524445;0.00031600002;0.00568746030330658
11;0.0051388489082455635;9.9856006e-05;0.0055128405801951885
12;0.005113157909363508;9.9856006e-05;0.005467618349939585
13;0.00502034230157733;3.1554497e-05;0.005402599927037954
14;0.005010690540075302;3.1554497e-05;0.00535663403570652
15;0.004980355501174927;1e-05;0.005346411373466253
16;0.004976653028279543;1e-05;0.005345337558537722
17;0.00497399689629674;1e-05;0.005329259671270847
18;0.004971010144799948;1e-05;0.00532781844958663
19;0.004968469962477684;1e-05;0.005326044745743275
20;0.004966112319380045;1e-05;0.005318863783031702
21;0.004963001236319542;1e-05;0.0053229378536343575
22;0.004960640799254179;1e-05;0.00532192038372159
23;0.004957363475114107;1e-05;0.005323283839970827
24;0.0049559432081878185;1e-05;0.005312792025506496
