epoch;loss;lr;val_loss
0;0.0027308121789246798;0.001;0.00021828395256306976
1;0.00016469592810608447;0.001;0.00018390512559562922
2;0.00014504489081446081;0.000100000005;0.0001773792173480615
3;0.00014116337115410715;1e-04;0.00017343522631563246
4;0.00013742269948124886;1e-04;0.0001698521664366126
5;0.00013419751485344023;1e-04;0.00016603755648247898
6;0.00013129525177646428;1e-04;0.00016357129788957536
7;0.0001286038022954017;1e-04;0.00016128325660247356
8;0.00012603103823494166;1e-04;0.0001591151813045144
9;0.0001234370720339939;1e-04;0.00015578640159219503
10;0.00012090186646673828;1e-04;0.0001531808084109798
11;0.000118824107630644;1e-04;0.00015131996769923717
12;0.00011709176033036783;1e-04;0.00015041381993796676
13;0.00011564000305952504;1e-04;0.00014846624981146306
14;0.00011442819231888279;1e-04;0.0001476721081417054
15;0.00011333156726323068;1e-04;0.00014640337030868977
16;0.00011231604003114626;1e-04;0.0001457496255170554
17;0.00011138590343762189;1e-04;0.00014438065409194678
18;0.0001104996626963839;1e-04;0.00014417509373743087
19;0.00010964721877826378;1e-04;0.00014285989163909107
