epoch;loss;lr;val_loss
0;0.08362114429473877;0.002;0.05000627040863037
1;0.04556501284241676;0.002;0.040717002004384995
2;0.03945918008685112;0.002;0.037306856364011765
3;0.03621115908026695;0.002;0.03516622260212898
4;0.03371572494506836;0.002;0.03500036150217056
5;0.03156314045190811;0.002;0.029876740649342537
6;0.029728025197982788;0.002;0.029591087251901627
7;0.028321323916316032;0.002;0.02791278064250946
8;0.027112359181046486;0.002;0.02617129310965538
9;0.026214130222797394;0.002;0.027475940063595772
10;0.02539469674229622;0.002;0.026949606835842133
11;0.02330399490892887;0.001;0.023368777707219124
12;0.02294676937162876;0.001;0.0242580808699131
13;0.02258365973830223;0.001;0.022861966863274574
14;0.02232169918715954;0.001;0.02384191006422043
15;0.022038040682673454;0.001;0.021970683708786964
16;0.02177499048411846;0.001;0.02212993986904621
17;0.021607819944620132;0.001;0.022853363305330276
18;0.020639924332499504;0.0005;0.02169204317033291
19;0.02053111046552658;0.0005;0.02114623412489891
20;0.02041984349489212;0.0005;0.0207730270922184
21;0.020337603986263275;0.0005;0.020709196105599403
22;0.020251963287591934;0.0005;0.02065104991197586
23;0.020168093964457512;0.0005;0.0206527691334486
24;0.020074445754289627;0.0005;0.020603641867637634
25;0.020017262548208237;0.0005;0.02074023149907589
26;0.01994045078754425;0.0005;0.02087351121008396
27;0.019476542249321938;0.00025;0.020112402737140656
28;0.019420133903622627;0.00025;0.0203938540071249
29;0.01938040554523468;0.00025;0.020057234913110733
30;0.01936003752052784;0.00025;0.020037103444337845
31;0.019327139481902122;0.00025;0.019830938428640366
32;0.01929379254579544;0.00025;0.019922763109207153
33;0.01924767531454563;0.00025;0.020088307559490204
34;0.01901383511722088;0.000125;0.01978025771677494
35;0.01900116167962551;0.000125;0.019756002351641655
36;0.018981602042913437;0.000125;0.01991112157702446
37;0.018962351605296135;0.000125;0.019742265343666077
38;0.01894727535545826;0.000125;0.019831713289022446
39;0.018949737772345543;0.000125;0.0197181086987257
40;0.018926000222563744;0.000125;0.01954641006886959
41;0.018897775560617447;0.000125;0.019632970914244652
42;0.018894290551543236;0.000125;0.019611675292253494
43;0.018762905150651932;6.25e-05;0.019594425335526466
44;0.01874687522649765;6.25e-05;0.019549090415239334
45;0.018689462915062904;3.125e-05;0.01944265142083168
46;0.018689332529902458;3.125e-05;0.01949455216526985
47;0.018682638183236122;3.125e-05;0.019450144842267036
48;0.018644751980900764;1.5625e-05;0.01945878379046917
49;0.01864384114742279;1.5625e-05;0.01943325437605381
