epoch;loss;lr;val_loss
0;0.00028239088715054095;0.000100000005;0.00023295679420698434
1;0.0001806350046535954;0.000100000005;0.0001738647260935977
2;0.00014485014253295958;1e-04;0.00014581340656150132
3;0.0001227672037202865;1e-04;0.0001328258658759296
4;0.00010982111416524276;1e-04;0.0001179478713311255
5;0.00010095617471961305;1e-04;0.00010867726086871698
6;9.498516737949103e-05;1e-04;0.00010329080396331847
7;9.081175085157156e-05;1e-04;9.94166184682399e-05
8;8.756907482165843e-05;1e-04;9.798670362215489e-05
9;8.486818114761263e-05;1e-04;9.363883145852014e-05
10;8.251289546024054e-05;1e-04;9.111389954341576e-05
11;8.047364099184051e-05;1e-04;8.932681521400809e-05
12;7.861301128286868e-05;1e-04;8.869821613188833e-05
13;7.688107871217653e-05;1e-04;8.782002259977162e-05
14;7.520646613556892e-05;1e-04;8.909711323212832e-05
15;7.34779387130402e-05;1e-04;8.201708260457963e-05
16;7.162451947806403e-05;1e-04;8.075613004621118e-05
17;6.945042696315795e-05;1e-04;7.736511179246008e-05
18;6.701689562760293e-05;1e-04;7.440990884788334e-05
19;6.45296968286857e-05;1e-04;7.445736264344305e-05
