# This is CartPole simulation from 28.06.2021 at time 13:34:51
# Done with git-revision: 9ab54784c4cae4d1816f9bc65ccb823c72761456
#
# Length of experiment: 5 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mppi
#
# Parameters:
# m: 0.087
# M: 0.23
# L: 0.1975
# u_max: 6.21
# M_fric: 6.34
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# sensorNoise: 0.0
# g: 9.81
# k: 1.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,u,target_position
0.0,0.0,0.08281553,-4.454122965231496,1.0,0.0,-0.16428904,0.00029330413,-2.0514034835944477,-0.09209378,-0.5719024,-0.1584
0.020000000000000004,0.00094585033,0.010149845,-3.4053103214791207,0.9999995,0.0009458502,-0.16461107,-0.033287212,-1.57841244241659,-0.105134614,-0.652886,-0.1584
0.04000000000000002,0.00060489745,-0.045554094,-2.1844069252184815,0.9999998,0.0006048974,-0.16552918,-0.05913627,-1.0132445921053468,-0.106052965,-0.65858895,-0.1584
0.06000000000000004,-0.00065627525,-0.0815039,-1.4090854541917641,0.99999976,-0.0006562752,-0.16687396,-0.075740695,-0.6441015257463728,-0.10630671,-0.66016465,-0.1584
0.08000000000000006,-0.002513796,-0.10499202,-0.5841631163380271,0.99999684,-0.0025137935,-0.16849186,-0.08630681,-0.24606991126142494,-0.09905837,-0.6151525,-0.1584
0.10000000000000007,-0.004710477,-0.11519944,-0.13169847743271568,0.9999889,-0.0047104596,-0.17025745,-0.09035893,-0.016157735188071322,-0.092711076,-0.5757358,-0.1584
0.12000000000000009,-0.0070401165,-0.11820226,0.6375824231204662,0.9999752,-0.0070400583,-0.17206733,-0.09064772,0.36117137354444495,-0.07587309,-0.47117192,-0.1584
0.1400000000000001,-0.009307856,-0.108787574,0.883557377591454,0.99995667,-0.009307722,-0.1738227,-0.08475729,0.49692016710379505,-0.06361039,-0.3950205,-0.1584
0.16000000000000011,-0.011348725,-0.09547666,1.2347360834170231,0.9999356,-0.011348481,-0.17543852,-0.07664166,0.6789907324761432,-0.047002308,-0.29188433,-0.1584
0.18000000000000013,-0.013067792,-0.076511264,1.1120810897295466,0.99991465,-0.013067421,-0.1768629,-0.065541334,0.6396168334064952,-0.037340023,-0.23188154,-0.1584
