# This is CartPole simulation from 29.06.2021 at time 11:35:30
# Done with git-revision: fa815dbaab5046db804e0fabc5f04b5bccbe0ddf
#
# Length of experiment: 4 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mppi
#
# Parameters:
# m: 0.087
# M: 0.23
# L: 0.1975
# u_max: 6.21
# M_fric: 6.34
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# sensorNoise: 0.0
# g: 9.81
# k: 1.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,u,target_position
0.0,-2.9288821,0.17113213,4.280037996023573,-0.9774623,-0.21111012,0.09595549,-0.0012219532,-4.139151495945017,-0.20097908,-1.2480801,0.09595549200368525
0.020000000000000004,-2.9248695,0.224209,7.653558180638454,-0.9766073,-0.21503055,0.09526909,-0.06903915,-5.774815309883487,-0.3446183,-2.1400795,0.09595549200368525
0.04000000000000002,-2.919259,0.33192506,11.622953442004702,-0.97538555,-0.22050636,0.09296475,-0.16365413,-7.714120353257234,-0.5295596,-3.2885652,0.09595549200368525
0.06000000000000004,-2.910865,0.50361884,15.031339827145821,-0.97350025,-0.22868589,0.08845806,-0.29002833,-9.427505441183147,-0.7370151,-4.576864,0.09595549200368525
0.08000000000000006,-2.8985012,0.72954416,11.714673805490653,-0.97059846,-0.24070437,0.081150055,-0.44443983,-8.005820521823514,-0.8313084,-5.1624255,0.09595549200368525
0.10000000000000007,-2.8821595,0.89923424,12.844661946915904,-0.96653557,-0.25653273,0.07098147,-0.5755071,-8.741445803010825,-1.0,-6.21,0.09595549200368525
0.12000000000000009,-2.8622549,1.0853142,5.546252013093973,-0.9612382,-0.27571917,0.058074053,-0.71860033,-5.489267910481144,-1.0,-6.21,0.09595549200368525
0.1400000000000001,-2.8398068,1.1499199,0.2982932026526481,-0.9548072,-0.29722583,0.042825025,-0.8083868,-3.215287772103389,-0.9897388,-6.146278,0.09595549200368525
0.16000000000000011,-2.8169143,1.1269885,-4.114990577378815,-0.94775337,-0.31900394,0.02614389,-0.86092484,-1.3183823217011401,-0.9581585,-5.9501643,0.09595549200368525
0.18000000000000013,-2.7951932,1.0305156,-4.700095490163325,-0.9406012,-0.33951333,0.008715268,-0.88239926,-1.2541541386778228,-0.9781217,-6.074136,0.09595549200368525
0.20000000000000015,-2.7755015,0.923361,-8.03086611428128,-0.9337337,-0.35796836,-0.009132759,-0.9028551,0.1882618932099766,-0.933738,-5.798513,0.09595549200368525
0.22000000000000017,-2.75849,0.7608536,-7.942556487638033,-0.92750937,-0.37379992,-0.027159218,-0.89967644,-0.019247941332504386,-0.9404748,-5.8403487,0.09595549200368525
0.24000000000000019,-2.7447178,0.5992309,-8.568522622652777,-0.9222735,-0.38653797,-0.045155462,-0.8999281,0.16047821093189818,-0.93282485,-5.7928424,0.09595549200368525
0.2600000000000002,-2.73428,0.42702675,-11.246338795217278,-0.91818875,-0.39614317,-0.06312806,-0.8972482,1.4052777828944112,-0.8730681,-5.421753,0.09595549200368525
0.2800000000000002,-2.7277153,0.2108667,-12.372834375873131,-0.91556835,-0.40216237,-0.080847755,-0.8741298,1.9152405523589495,-0.8260555,-5.129805,0.09595549200368525
0.3000000000000002,-2.725653,-0.023472136,-13.649471596754244,-0.91473705,-0.4040497,-0.09802339,-0.8426345,2.5436223257541104,-0.764978,-4.7505136,0.09595549200368525
0.32000000000000023,-2.728478,-0.27812657,-15.774708105960345,-0.91587484,-0.40146396,-0.11446842,-0.8008089,3.6415419544224923,-0.6717456,-4.1715403,0.09595549200368525
0.34000000000000025,-2.7367313,-0.5666935,-18.203995344784037,-0.919157,-0.39389133,-0.12990095,-0.7409256,4.931887664531913,-0.5513264,-3.4237368,0.09595549200368525
0.36000000000000026,-2.7511375,-0.8937546,-19.46145917732083,-0.9247359,-0.38060936,-0.14392895,-0.65981835,5.674826003471296,-0.43458632,-2.698781,0.09595549200368525
0.3800000000000003,-2.7722754,-1.2394629,-24.136918910446056,-0.93257403,-0.36097875,-0.15621582,-0.56650954,8.149411181717724,-0.22618434,-1.4046048,0.09595549200368525
0.4000000000000003,-2.8010643,-1.6596494,-29.11786543565238,-0.9425783,-0.3339852,-0.16623996,-0.4325249,10.785560956653809,0.030502306,0.18941933,0.09595549200368525
0.4200000000000003,-2.8390381,-2.1585133,-28.308913749003533,-0.95457846,-0.29795966,-0.17316228,-0.25526184,10.637274391471877,0.20378074,1.2654784,0.09595549200368525
0.44000000000000034,-2.8868332,-2.6391351,-30.750450656864327,-0.96772397,-0.25201264,-0.17656425,-0.080653176,12.128446017379888,0.44958138,2.7919004,0.09595549200368525
0.46000000000000035,-2.9445999,-3.1540127,-27.640486057919322,-0.9806596,-0.19572116,-0.17623678,0.11815113,11.077771529258587,0.6057215,3.7615304,0.09595549200368525
0.48000000000000037,-3.0121229,-3.6099718,-26.38065576993123,-0.9916305,-0.12910838,-0.17210418,0.2992169,11.035417743815518,0.791765,4.9168606,0.09595549200368525
0.5000000000000003,-3.088515,-4.0364985,-16.868378685670468,-0.9985917,-0.053052694,-0.1643601,0.47903994,7.32210593393762,0.81383824,5.0539355,0.09595549200368525
0.5200000000000004,3.1113226,-4.2975297,-15.785840513344656,-0.9995419,0.030265389,-0.15361671,0.5974592,7.637571973740483,0.9577279,5.94749,0.09595549200368525
0.5400000000000004,3.022978,-4.5318427,-7.123431363171253,-0.9929735,0.11833664,-0.14045663,0.72067577,4.54144456956957,0.9547413,5.9289436,0.09595549200368525
0.5600000000000004,2.9313765,-4.6164412,-0.5762369418177091,-0.9779858,0.20867135,-0.12532799,0.79308105,2.4333512471461445,0.9446434,5.8662353,0.09595549200368525
0.5800000000000004,2.8391652,-4.5875497,2.0647383938531063,-0.9546163,0.29783836,-0.10908746,0.83113575,2.1338850991581033,0.9802597,6.087413,0.09595549200368525
0.6000000000000004,2.7479868,-4.5096555,6.7208104949426675,-0.9235321,0.38352102,-0.092132285,0.8645507,0.791289970218156,0.9617968,5.9727583,0.09595549200368525
0.6200000000000004,2.6591341,-4.3513155,9.077993639526056,-0.8858569,0.46395847,-0.07472114,0.8763996,0.48687389780814694,0.9661565,5.9998317,0.09595549200368525
0.6400000000000005,2.5738473,-4.150422,9.810482491564446,-0.8431155,0.53773254,-0.05711944,0.8836684,0.9661141510088846,1.0,6.21,0.09595549200368525
