epoch;loss;lr;val_loss
0;1.99404776096344;0.001;0.7853853106498718
1;0.5109391808509827;0.001;0.3958454728126526
2;0.2644795775413513;0.001;0.23398226499557495
3;0.17141996324062347;0.001;0.19380684196949005
4;0.12397383153438568;0.001;0.11865872144699097
5;0.09631112962961197;0.001;0.08553419262170792
6;0.07803605496883392;0.001;0.07666043937206268
7;0.06754719465970993;0.001;0.06285110116004944
8;0.05861175060272217;0.001;0.07587703317403793
9;0.02994452230632305;0.00031600002;0.03484088554978371
10;0.027177318930625916;0.00031600002;0.029716746881604195
11;0.025200095027685165;0.00031600002;0.028168724849820137
12;0.02385593391954899;0.00031600002;0.026722341775894165
13;0.022598901763558388;0.00031600002;0.02477448061108589
14;0.021539123728871346;0.00031600002;0.023831406608223915
