# Saving: 0.02 s
time,angle,angleD,angle_cos,angle_sin,position,positionD,Q,target_position
7971.153979539871,-1.972966848133064,-3.1063110954712485,-0.3914166059738825,-0.9202135842117776,0.0780103004291845,0.0,-0.89350283,0.0
7971.174264192581,-2.05886977225466,-4.295146206083702,-0.4689251534577706,-0.8832379070525711,0.0780103004291845,0.0,-0.97648114,0.0
7971.194251537323,-2.155510561891455,-4.8320394818441645,-0.5519611141330119,-0.833869851046939,0.0762257510729613,-0.0892274678112397,-0.99957854,0.0
7971.2148196697235,-2.2567532938919075,-5.06213660002722,-0.633413815254109,-0.7738132453281176,0.0716369098712446,-0.2294420600860455,-0.9977465,0.0
7971.234875679016,-2.370267872195445,-5.6757289151820345,-0.7169878128856779,-0.6970857021725608,0.0649236051502146,-0.3356652360518075,-0.98617756,0.0
7971.255051374435,-2.486850412074753,-5.829126993970737,-0.7932049177187522,-0.6089548082631316,0.0567656652360515,-0.4078969957085257,-0.94699544,0.0
7971.275485754013,-2.62184072140869,-6.74951546670296,-0.8679424129466604,-0.4966648445464292,0.047757939914163,-0.4503862660948303,-0.82627046,0.0
7971.295838594437,-2.7568310307426263,-6.74951546670296,-0.9268879310580324,-0.3753381985076391,0.0386652360515021,-0.4546351931334606,-0.43264717,0.0
7971.316102027893,-2.904093186379648,-7.363107781857774,-0.9719293207207078,-0.2352730233651605,0.0303373390557939,-0.4163948497857865,-0.124876074,0.0
7971.336305856705,-3.068229130683412,-8.206797215195644,-0.997310103542972,-0.073297731009264,0.0236240343347639,-0.3356652360518073,0.17424446,0.0
7971.356787919998,3.0523542129802967,-8.130098175801292,-0.996020892045838,0.0891200460514527,0.0193751072961373,-0.2124463519315238,0.14073575,0.0
7971.376884222031,2.8698104992219053,-9.127185687927865,-0.9632940095190404,0.268448600712931,0.0170806866952789,-0.1147210300430227,0.26363075,0.0
7971.397075653076,2.690334747039285,-8.973787609139162,-0.8998992441007295,0.4360978679917338,0.0163158798283261,-0.0382403433476743,0.4563673,0.0
7971.417336702347,2.5062570524930083,-9.203884727322215,-0.8048725801159479,0.5934476638908415,0.0170806866952789,0.0382403433476743,0.47948605,0.0
7971.437563657761,2.320645377158846,-9.28058376671657,-0.681528304089455,0.7317917536601184,0.0188652360515021,0.0892274678112399,0.096833594,0.0
