epoch;loss;lr;val_loss
0;0.0002271521370857954;1e-04;0.0001061846996890381
1;0.00019909976981580257;1e-04;0.00010114780889125541
2;0.00019097098265774548;1e-04;9.90593689493835e-05
3;0.0001860794291133061;1e-04;9.711521124700084e-05
4;0.00018247260595671833;1e-04;9.60114412009716e-05
5;0.00017953097994904965;1e-04;9.497441351413727e-05
6;0.00017730251420289278;1e-04;9.470905206399038e-05
7;0.00017538951942697167;1e-04;9.482716995989904e-05
8;0.00017374104936607182;1e-04;9.28291556192562e-05
9;0.00017222436144948006;1e-04;9.160877380054444e-05
10;0.00017088299500755966;1e-04;9.114077693084255e-05
11;0.00016962650988716632;1e-04;9.258578211301938e-05
12;0.00016862063785083592;1e-04;9.074413537746295e-05
13;0.0001676112151471898;1e-04;9.182934445561841e-05
14;0.00016665857401676476;1e-04;9.130259422818199e-05
15;0.00016587073332630098;1e-04;9.050846711033955e-05
16;0.00016507906548213214;1e-04;8.980448910733685e-05
17;0.00016437543672509491;1e-04;8.882558904588223e-05
18;0.00016361006419174373;1e-04;9.130253602052107e-05
19;0.00016290722123812884;1e-04;8.927455928642303e-05
